,,model,group,stimulus,parsed_sent,sent,human_judgment,,tregex_judgment
187,484,gibbscomplete,coord_gap-NP,%% what the writer and the readers %% the novel.,(SINV (ADJP (RB Much) (RBR more) (JJ important)) (VP (VBZ is)) (NP (NP (DT the) (NN understanding) (CC and) (NN understanding)) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (NP (DT the) (NN writer)) (CC and) (NP (DT the) (NNS readers))) (VP (MD will) (VP (VB say) (PP (IN in) (NP (DT the) (NN novel))))))))) (. .)),Much more important is the understanding and understanding of what the writer and the readers will say in the novel.,1,,1
188,334,gibbscomplete,coord_neither,%% neither watched the live performance on the %%.,(S (NP (PRP He)) (VP (VBD said) (SBAR (IN that) (S (NP (PRP he)) (VP (VBD had) (VP (RB neither) (VP (VBN watched) (NP (DT the) (JJ live) (NN performance)) (PP (IN on) (NP (DT the) (NN radio)))) (CC nor) (VP (VBN made) (NP (DT any) (NNS appearances)) (PP (IN in) (NP (NP (DT the) (NNS weeks)) (SBAR (WHNP (WDT that)) (S (VP (VBN followed)))))))))))) (. .)),He said that he had neither watched the live performance on the radio nor made any appearances in the weeks that followed.,1,,1
189,213,gibbscomplete,coord_neither,%% neither watched the live performance on the %%.,"(S (PP (IN In) (NP (NN fact))) (, ,) (S (NP (DT neither)) (VP (VBD watched) (NP (DT the) (JJ live) (NN performance)) (PP (IN on) (NP (DT the) (JJ same) (NN TV) (NN screen))))) (, ,) (CC and) (SINV (ADVP (CC neither)) (SINV (VBD did) (NP (PRP$ his) (NN wife)))) (. .))","In fact, neither watched the live performance on the same TV screen, and neither did his wife.",1,,0
190,62,gibbscomplete,coord_neither,%% neither book a ticket from an agency that does not have a valid %%.,"(S (PP (IN In) (NP (NNP France))) (, ,) (NP (NP (PRP it))) (VP (VBZ is) (ADJP (JJ common)) (S (VP (TO to) (VP (CC neither) (VB book) (NP (NP (DT a) (NN ticket)) (PP (IN from) (NP (NP (DT an) (NN agency)) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (RB not) (VP (VB have) (NP (NP (DT a) (JJ valid) (NN license)) (CC or) (NP (DT a) (NN credit) (NN card)))))))))))))) (. .))","In France, it is common to neither book a ticket from an agency that does not have a valid license or a credit card.",0,,1
191,375,gibbscomplete,coord_neither,%% neither book a ticket from an agency that does not have a valid %%.,"(S (PP (IN In) (ADJP (JJ general))) (, ,) (NP (DT the) (NN flight) (NN attendant)) (VP (MD may) (VP (CC neither) (VB book) (NP (NP (DT a) (NN ticket)) (PP (IN from) (NP (NP (DT an) (NN agency)) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (RB not) (VP (VB have) (NP (NP (DT a) (JJ valid) (NN airline) (NN ticket)) (PP (TO to) (NP (NP (DT the) (NNP US)) (CC or) (NP (NNP Canada)))))))))))))) (. .))","In general, the flight attendant may neither book a ticket from an agency that does not have a valid airline ticket to the US or Canada.",0,,1
192,455,gibbscomplete,gap_adjunct,%% why a %% believed could never be accurately predicted.,(S (`` ``) (NP (NP (PRP It))) (VP (VBZ is) (ADJP (JJ hard)) (S (VP (TO to) (VP (VB understand) (SBAR (WHADVP (WRB why)) (S (NP (DT a) (NN madman)) (VP (MD would) (VP (VB do) (SBAR (WHNP (WP what)) (S (NP (PRP he)) (VP (VBD believed) (SBAR (S (VP (MD could) (ADVP (RB never)) (VP (VB be) (VP (ADVP (RB accurately)) (VBN predicted))))))))))))))))) (. .)),"\"" It is hard to understand why a madman would do what he believed could never be accurately predicted.",1,,1
193,490,gibbscomplete,gap_adjunct,%% why a %% believed could never be accurately predicted.,"(S (NP (PRP It)) (VP (VBD was) (ADVP (RB simply)) (SBAR (WHADVP (WRB why)) (S (NP (DT a) (NN man)) (VP (VBD desired) (NP (DT a) (NN woman)) (, ,) (PP (IN in) (NP (NP (DT a) (NN way)) (SBAR (WHNP (IN that)) (S (NP (PRP he)) (VP (VBD believed) (SBAR (S (VP (MD could) (ADVP (RB never)) (VP (VB be) (VP (ADVP (RB accurately)) (VBN predicted))))))))))))))) (. .))","It was simply why a man desired a woman, in a way that he believed could never be accurately predicted.",1,,1
194,482,gibbscomplete,gap_adjunct,%% why many %% thought would be a super star of popular music.,"(S (PP (IN During) (NP (NP (DT the) (NNS 1990s)) (CC and) (NP (RB early) (NNS 2000s)))) (, ,) (NP (DT this)) (VP (VBZ is) (SBAR (WHADVP (WRB why)) (S (NP (JJ many)) (VP (VBD sought) (PRT (RP out)) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD thought) (SBAR (S (VP (MD would) (VP (VB be) (NP (NP (DT a) (JJ super) (NN star)) (PP (IN of) (NP (JJ popular) (NN music))))))))))))))) (. .))","During the 1990s and early 2000s, this is why many sought out what they thought would be a super star of popular music.",1,,1
195,73,gibbscomplete,gap_adjunct,%% why many %% thought would be a super star of popular music.,(S (NP (NNP Mrs) (NNP .) (NNP Callahan)) (VP (VBD knew) (SBAR (SBAR (WHNP (WP who)) (S (NP (PRP he)) (VP (VBD was)))) (CC and) (SBAR (WHADVP (WRB why)) (S (NP (JJ many) (NNS people)) (VP (VBD were) (VP (VBG looking) (S (VP (TO to) (VP (VB see) (NP (PRP him)) (PP (IN as) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD thought) (SBAR (S (VP (MD would) (VP (VB be) (NP (NP (DT a) (JJ super) (NN star)) (PP (IN of) (NP (JJ popular) (NN music))))))))))))))))))))) (. .)),Mrs . Callahan knew who he was and why many people were looking to see him as what they thought would be a super star of popular music.,1,,1
196,176,gibbscomplete,gap_obj,%% what the %% the film.,(S (CC But) (SBAR (WHNP (WP what)) (S (NP (DT the) (NN audience)) (VP (VBD loved) (ADVP (RBS most))))) (VP (VBD was) (NP (NP (DT the) (NN soundtrack)) (PP (TO to) (NP (DT the) (NN film))))) (. .)),But what the audience loved most was the soundtrack to the film.,1,,1
197,339,gibbscomplete,gap_obj,%% what the %% the film.,"(S (NP (PRP He)) (VP (VBD told) (NP (PRP them)) (PP (IN about) (SBAR (SBAR (WHADVP (WRB how)) (S (NP (DT the) (NN film)) (VP (VBD was) (VP (VBN made))))) (CC and) (SBAR (WHNP (WP what)) (S (NP (DT the) (NN director)) (VP (MD would) (VP (VB do))))))) (, ,) (S (VP (VBG telling) (NP (PRP them)) (SBAR (WHADVP (WRB how)) (S (NP (PRP he)) (VP (VBD created) (NP (DT the) (NN film)))))))) (. .))","He told them about how the film was made and what the director would do, telling them how he created the film.",1,,1
198,24,gibbscomplete,gap_obj,%% what the %% a paleontologist.,(S (NP (PRP She)) (VP (VBD was) (VP (VBG thinking) (PP (IN about) (SBAR (WHNP (WP what)) (S (NP (DT the) (ADJP (RBS most) (JJ interesting)) (NN thing)) (VP (MD could) (VP (VB be) (PP (IN of) (NP (DT a) (NN paleontologist)))))))))) (. .)),She was thinking about what the most interesting thing could be of a paleontologist.,1,,1
199,308,gibbscomplete,gap_obj,%% what the %% a paleontologist.,"(S (S (ADJP (RB Not) (JJ sure) (SBAR (WHNP (RB exactly) (WP what)) (S (NP (DT the) (NN problem)) (VP (VBD was)))))) (, ,) (CC but) (S (NP (PRP he)) (VP (VBD was) (NP (DT a) (NN paleontologist)))) (. .))","Not sure exactly what the problem was, but he was a paleontologist.",1,,1
200,366,gibbscomplete,gap_phrasal-verb,%% why %% argued with.,"(S (PP (IN Until) (NP (RB now))) (, ,) (NP (PRP I)) (VP (VBP do) (RB not) (VP (VB know) (SBAR (SBAR (IN if) (S (NP (PRP I)) (VP (VBD knew) (FRAG (WHADVP (WRB why)))))) (CC or) (SBAR (WHNP (WP who)) (S (NP (PRP I)) (VP (VBD argued) (PP (IN with)))))))) (. .))","Until now, I do not know if I knew why or who I argued with.",1,,1
201,428,gibbscomplete,gap_phrasal-verb,%% why %% argued with.,(S (NP (PRP He)) (VP (MD could) (RB not) (VP (VB understand) (SBAR (WHADVP (WRB why)) (S (NP (DT the) (NN idea)) (VP (VBD was) (VP (VBG being) (VP (VBN argued) (PP (IN with))))))))) (. .)),He could not understand why the idea was being argued with.,1,,1
202,8,gibbscomplete,gap_phrasal-verb,%% how %% wished for.,"(S (S (VP (VBG Taking) (NP (DT a) (JJ deep) (NN breath)))) (, ,) (NP (PRP I)) (VP (VBD thought) (PP (IN about) (SBAR (WHADVP (WRB how)) (S (NP (PRP I)) (VP (VBD wished) (PP (RP for))))))) (. .))","Taking a deep breath, I thought about how I wished for.",0,,0
203,81,gibbscomplete,gap_phrasal-verb,%% how %% wished for.,(S (NP (PRP I)) (VP (MD can) (VP (VB tell) (NP (PRP you)) (SBAR (SBAR (WHADJP (RB just) (WRB how) (JJ important)) (S (NP (NN life)) (VP (VBZ is) (PP (TO to) (NP (PRP you)))))) (CC or) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (ADVP (RB always)) (VP (VBD wished) (PP (IN for)))))))) (. .)),I can tell you just how important life is to you or what you always wished for.,1,,1
204,129,gibbscomplete,gap_subj,%% what %% won the final game.,(S (NP (NP (DT The) (JJ first) (NN half)) (PP (IN of) (NP (DT the) (NN game)))) (VP (VBZ is) (SBAR (WHNP (WP what)) (S (VP (VBD inspired) (NP (DT the) (NN team)) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD won) (NP (DT the) (JJ final) (NN game))))))))) (. .)),The first half of the game is what inspired the team when they won the final game.,1,,0
205,395,gibbscomplete,gap_subj,%% what %% won the final game.,"(S (NN Nothing) (. .) (PP (IN In) (NP (NN fact))) (, ,) (NP (PRP I)) (VP (VBD was) (VP (VBG beginning) (S (VP (TO to) (VP (VB wonder) (SBAR (WHNP (WP what)) (S (VP (MD would) (VP (VB happen) (SBAR (IN if) (S (NP (PRP I)) (ADVP (RB just)) (VP (VBD won) (NP (DT the) (JJ final) (NN game)))))))))))))) (. .))","Nothing . In fact, I was beginning to wonder what would happen if I just won the final game.",1,,1
206,48,gibbscomplete,gap_subj,%% what %% play the flute.,"(S (NP (PRP I)) (VP (MD will) (VP (VB tell) (NP (PRP you)) (, ,) (SBAR (WHNP (WP what)) (S (VP (VBD was) (NP (PRP$ my) (NN name)) (SBAR (IN before) (S (NP (PRP I)) (VP (VBD learned) (S (VP (TO to) (VP (VB play) (NP (DT the) (NN flute))))))))))))) (. .))","I will tell you, what was my name before I learned to play the flute.",1,,1
207,118,gibbscomplete,gap_subj,%% what %% play the flute.,(S (`` ``) (NP (PRP I)) (VP (VBP know) (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VBZ feels) (PP (JJ like)) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP learn) (S (VP (TO to) (VP (VB play) (NP (DT the) (NN flute)))))))))))) (. .)),"\"" I know what it feels like when you learn to play the flute.",1,,1
208,90,t5-finetune,agreement_emb-subj-long,%% decide that the reports %% has %%.,"(S (PP (IN In) (NP (JJ other) (NNS words))) (, ,) (SBAR (IN if) (S (NP (DT the) (NNS courts)) (VP (VBP decide) (SBAR (IN that) (S (NP (DT the) (NNS reports)) (VP (VBD were) (ADJP (JJ false)))))))) (, ,) (NP (PRP it)) (VP (VBZ has) (S (VP (TO to) (VP (VB do) (ADVP (RB so)) (PP (IN on) (NP (DT the) (NN condition) (SBAR (IN that) (S (NP (PRP they)) (VP (VB be) (VP (VBN deleted))))))))))) (. .))","In other words, if the courts decide that the reports were false, it has to do so on the condition that they be deleted.",1,,1
209,481,t5-finetune,agreement_emb-subj-long,%% decide that the reports %% has %%.,"(S (CC But) (NP (DT the) (NN agency)) (VP (MD will) (VP (VB have) (S (VP (TO to) (VP (VB decide) (SBAR (IN that) (S (NP (DT the) (NNS reports)) (VP (VBP are) (PP (IN in) (NP (DT the) (JJ public) (NN domain))) (, ,) (SBAR (IN as) (S (NP (PRP it)) (VP (VBZ has) (VP (VBN done))))))))))))) (. .))","But the agency will have to decide that the reports are in the public domain, as it has done.",1,,1
210,46,t5-finetune,agreement_emb-subj-long,%% surprising that the recipe %% are %%.,(S (RB So) (NP (NP (PRP it))) (VP (VBZ 's) (RB not) (ADJP (JJ surprising)) (SBAR (IN that) (S (NP (NP (DT the) (NN recipe)) (CC and) (NP (DT the) (NN food))) (VP (VBP are) (ADVP (RB so) (JJ much)) (NP (DT the) (JJ same)))))) (. .)),So it's not surprising that the recipe and the food are so much the same.,1,,1
211,412,t5-finetune,agreement_emb-subj-long,%% surprising that the recipe %% are %%.,(S (RB So) (NP (NP (PRP it))) (VP (VBZ 's) (RB not) (ADJP (JJ surprising)) (SBAR (IN that) (S (NP (NP (DT the) (NN recipe)) (CC and) (NP (DT the) (NNS ingredients))) (VP (VBP are) (ADJP (RB so) (JJ similar)))))) (. .)),So it's not surprising that the recipe and the ingredients are so similar.,1,,1
212,279,t5-finetune,agreement_subj-long,The importance of making educational resources accessible to %% are %%.,"(S (S (NP (NP (DT The) (NN importance)) (PP (IN of) (S (VP (VBG making) (S (NP (JJ educational) (NNS resources)) (ADJP (JJ accessible) (PP (TO to) (NP (NP (DT all) (NNS students)) (, ,) (PP (VBG including) (NP (NP (DT those)) (SBAR (WHNP (WP who)) (S (VP (VBP are) (ADJP (JJ uninsured))))))) (, ,))))))))) (VP (VBZ is) (NP (NP (DT a) (NN matter)) (PP (IN of) (NP (JJ public) (NN concern)))))) (, ,) (CC and) (S (NP (PRP it)) (VP (MD will) (VP (VB affect) (NP (NN everyone))))) (. .))","The importance of making educational resources accessible to all students, including those who are uninsured, is a matter of public concern, and it will affect everyone.",1,,1
213,388,t5-finetune,agreement_subj-long,The importance of making educational resources accessible to %% are %%.,"(S (S (NP (NP (DT The) (NN importance)) (PP (IN of) (S (VP (VBG making) (S (NP (JJ educational) (NNS resources)) (ADJP (JJ accessible) (PP (TO to) (NP (DT the) (NN public))))))))) (VP (VBD was) (RB not) (VP (VBN mentioned) (PP (IN at) (NP (DT the) (NN time)))))) (, ,) (CC but) (S (ADVP (RB now)) (NP (PRP they)) (VP (VBP are) (ADVP (RB already)) (NP (NP (NN part)) (PP (IN of) (NP (NP (JJ many) (JJ public) (NN school) (NNS systems)) (PP (IN across) (NP (DT the) (NN country)))))))) (. .))","The importance of making educational resources accessible to the public was not mentioned at the time, but now they are already part of many public school systems across the country.",1,,1
214,212,t5-finetune,agreement_subj-long,The method proposed by the scientist who studies %% are %%.,"(S (S (NP (NP (DT The) (NN method)) (VP (VBN proposed) (PP (IN by) (NP (NP (DT the) (NN scientist)) (SBAR (WHNP (WP who)) (S (VP (VBZ studies) (NP (PRP them))))))))) (VP (VBZ is) (NP (JJ simple)))) (: :) (S (NP (PRP We)) (VP (VP (VBP look) (PP (IN at) (NP (DT the) (NNS data)))) (CC and) (VP (VBP compare) (NP (DT those) (NNS numbers)) (PP (IN with) (NP (NP (DT the) (NNS numbers)) (VP (VBN used) (PP (IN by) (NP (NP (DT the) (NNS companies)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (VBG selling) (NP (PRP them)))))))))))) (, ,) (CC and) (VP (VB compare) (NP (PRP them)) (PP (TO to) (NP (NP (DT the) (NNS numbers)) (ADJP (JJ available) (PP (IN for) (NP (JJ other) (NNS companies))))))))) (. .))","The method proposed by the scientist who studies them is simple: We look at the data and compare those numbers with the numbers used by the companies that are selling them, and compare them to the numbers available for other companies.",1,,1
215,198,t5-finetune,agreement_subj-long,The method proposed by the scientist who studies %% are %%.,(S (NP (NP (DT The) (NN method)) (VP (VBN proposed) (PP (IN by) (NP (NP (DT the) (NN scientist)) (SBAR (WHNP (WP who)) (S (VP (VBZ studies) (NP (NP (DT the) (NNS effects)) (PP (IN of) (NP (NN climate) (NN change))) (PP (IN in) (NP (DT the) (NNP United) (NNPS States))))))))))) (VP (VBP are) (RB not) (ADJP (JJ likely) (S (VP (TO to) (VP (VB meet) (NP (NP (DT the) (NNS criteria)) (VP (VBN set) (PP (IN by) (NP (NP (DT a) (ADJP (ADVP (RBR more) (RB recently)) (VBN developed)) (NN panel)) (PP (IN of) (NP (NNS researchers)))))))))))) (. .)),The method proposed by the scientist who studies the effects of climate change in the United States are not likely to meet the criteria set by a more recently developed panel of researchers.,0,,1
216,127,t5-finetune,agreement_subj-with-coord,The reporter and %% was %%.,"(S (NP (NP (DT The) (NN reporter)) (CC and) (NP (NP (NP (DT the) (NN police) (NN officer)) (SBAR (WHNP (WP who)) (S (VP (VBD carried) (NP (DT the) (NN gun)))))) (, ,) (NP (NNP John) (NNP J.) (NNP Smith)) (, ,))) (VP (VBD was) (ADJP (JJ dead)) (PP (IN at) (NP (NP (DT the) (NN scene)) (PP (IN of) (NP (DT the) (NN shooting)))))) (. .))","The reporter and the police officer who carried the gun, John J. Smith, was dead at the scene of the shooting.",0,,0
217,224,t5-finetune,agreement_subj-with-coord,The reporter and %% was %%.,"(S (NP (NP (DT The) (NN reporter)) (CC and) (NP (NP (PRP$ her) (NN husband)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBD was) (ADVP (RB then)) (VP (VBN arrested) (PP (IN on) (NP (NP (NNS charges)) (PP (IN of) (NP (NN conspiracy) (S (VP (TO to) (VP (VB commit) (NP (DT a) (NN crime))))))))))))) (, ,))) (VP (VBD were) (VP (VBN escorted) (PP (IN from) (NP (NP (DT the) (NN hospital)) (PP (IN in) (NP (NNP New) (NNP York))))) (PP (TO to) (NP (DT the) (JJ local) (NN police) (NN station))) (PP (IN for) (NP (NN questioning))))) (. .))","The reporter and her husband, who was then arrested on charges of conspiracy to commit a crime, were escorted from the hospital in New York to the local police station for questioning.",1,,1
218,191,t5-finetune,agreement_subj-with-coord,The director and %% is %%.,"(S (NP (NP (NP (DT The) (NN director) (CC and) (NN co-writer)) (PP (IN of) (NP (DT the) (JJ new) (`` ``) (NX (NNP Dancing) (PP (IN With) (NP (DT the) (NNPS Stars))))))) (, ,) ('' '') (NP (NNP Bill) (NNP O'Neill)) (, ,)) (VP (VBZ is) (NP (NP (DT the) (NN writer) (, ,) (NN writer) (CC and) (NN editor)) (PP (IN of) (NP (DT The) (NNP Times))))) (. .))","The director and co-writer of the new``Dancing With the Stars ,""Bill O'Neill, is the writer, writer and editor of The Times.",1,,0
219,0,t5-finetune,agreement_subj-with-coord,The director and %% is %%.,"(S (S (NP (NP (DT The) (NN director) (CC and) (NN founder)) (PP (IN of) (`` ``) (S (NP (DT The) (NNP Devil)) (VP (VBZ Wears) (NP (NNP Prada))))))) (, ,) ('' '') (NP (NNP Ms.) (NNP Miller)) (VP (VBZ is) (NP (NP (DT the) (NN mother)) (PP (IN of) (NP (CD three) (NNS children))))) (. .))","The director and founder of``The Devil Wears Prada ,""Ms. Miller is the mother of three children.",1,,0
